tweet_id	image_id	text_info	text_info_conf	image_info	image_info_conf	text_human	text_human_conf	image_human	image_human_conf	image_damage	image_damage_conf	tweet_text	image_url	image_path
910523364154003456	910523364154003456_0	not_informative	1.0	not_informative	1.0	not_humanitarian	1.0	not_humanitarian	1.0	nan	nan	RT @FCBarcelona: Our solidarity with the victims of the earthquake in Mexico https://t.co/4R52KTn7CB	http://pbs.twimg.com/media/DKLLdbyW0AASG2R.jpg	data_image/mexico_earthquake/20_9_2017/910523364154003456_0.jpg
910523388598280192	910523388598280192_0	informative	1.0	informative	0.672	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.672	dont_know_or_cant_judge	0.4174	Mexico earthquake: Many children killed at primary school https://t.co/h0uPkN13mH https://t.co/0vGA5lj758	http://pbs.twimg.com/media/DKLUMbJV4AACuFU.jpg	data_image/mexico_earthquake/20_9_2017/910523388598280192_0.jpg
910523397448314882	910523397448314882_0	not_informative	0.6643	not_informative	1.0	not_humanitarian	0.6643	not_humanitarian	1.0	nan	nan	Obamaâ€™s Response To The Earthquake In #MexicoCity Is What A Real #President #SoundsLike... https://t.co/5EFdMNUgWS https://t.co/ITx4uVwgxf	http://pbs.twimg.com/media/DKLUND8WAAAHgON.jpg	data_image/mexico_earthquake/20_9_2017/910523397448314882_0.jpg
910523398144397312	910523398144397312_0	informative	0.9282	informative	1.0	rescue_volunteering_or_donation_effort	0.9282	rescue_volunteering_or_donation_effort	1.0	nan	nan	RT @AmichaiStein1: #BREAKING: Israel search &amp; rescue mission headed to Mexico after 7.1M earthquake https://t.co/lSd0e5ZVdx	http://pbs.twimg.com/media/DKK1CuDWsAAX5Vk.jpg	data_image/mexico_earthquake/20_9_2017/910523398144397312_0.jpg
910523398144397312	910523398144397312_1	informative	0.9282	informative	0.6943	rescue_volunteering_or_donation_effort	0.9282	rescue_volunteering_or_donation_effort	0.6943	nan	nan	RT @AmichaiStein1: #BREAKING: Israel search &amp; rescue mission headed to Mexico after 7.1M earthquake https://t.co/lSd0e5ZVdx	http://pbs.twimg.com/media/DKK1DyDXkAABvBX.jpg	data_image/mexico_earthquake/20_9_2017/910523398144397312_1.jpg
910523398144397312	910523398144397312_2	informative	0.9282	informative	0.3611	rescue_volunteering_or_donation_effort	0.9282	other_relevant_information	0.3611	nan	nan	RT @AmichaiStein1: #BREAKING: Israel search &amp; rescue mission headed to Mexico after 7.1M earthquake https://t.co/lSd0e5ZVdx	http://pbs.twimg.com/media/DKK1EuuWkAAon6B.jpg	data_image/mexico_earthquake/20_9_2017/910523398144397312_2.jpg
910523407489470464	910523407489470464_0	informative	0.6848	not_informative	1.0	injured_or_dead_people	0.6848	not_humanitarian	1.0	nan	nan	NEWS: At least 200 people, including 21 children, have died in Mexico after an earthquake hit the country. https://t.co/Wzp6DSKdTs	http://pbs.twimg.com/media/DKLUITUWkAAzJTT.jpg	data_image/mexico_earthquake/20_9_2017/910523407489470464_0.jpg
910523417136316416	910523417136316416_0	informative	1.0	informative	1.0	infrastructure_and_utility_damage	1.0	vehicle_damage	1.0	nan	nan	RT @TravelLeisure: Deadly earthquake shakes Mexico City, causes buildings to crumble https://t.co/Ad7BYyR1b6 https://t.co/3Qu2wvMbWu	http://pbs.twimg.com/media/DKLTlcEXcAIbmV2.jpg	data_image/mexico_earthquake/20_9_2017/910523417136316416_0.jpg
910523478830227456	910523478830227456_0	informative	0.6397	informative	1.0	other_relevant_information	0.6397	rescue_volunteering_or_donation_effort	1.0	nan	nan	RT @Jentezen: We are praying for all the people in Mexico who are suffering from the earthquake. https://t.co/y55ZqWuOzX	http://pbs.twimg.com/media/DKIPQP4U8AA2I2B.jpg	data_image/mexico_earthquake/20_9_2017/910523478830227456_0.jpg
910523485889470465	910523485889470465_0	informative	1.0	informative	0.6847	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.6847	dont_know_or_cant_judge	0.6789	RT @PaulKiarie_: 7.1 magnitude earthquake hits Mexico Central. 248 deaths so far. á½¢2 #FuerzaMexico #PrayForMexico https://t.co/aqLQ8TcvJJ	http://pbs.twimg.com/media/DKJlVoxWkAAW1SO.jpg	data_image/mexico_earthquake/20_9_2017/910523485889470465_0.jpg
