tweet_id	image_id	text_info	text_info_conf	image_info	image_info_conf	text_human	text_human_conf	image_human	image_human_conf	image_damage	image_damage_conf	tweet_text	image_url	image_path
905625009430949888	905625009430949888_0	informative	0.6721	informative	1.0	infrastructure_and_utility_damage	0.6721	infrastructure_and_utility_damage	1.0	severe_damage	1.0	RT @MSN: Island of Barbuda 'literally under water' after Hurricane Irma https://t.co/4XRoLfTGz7 https://t.co/26F4D8W0DN	http://pbs.twimg.com/media/DJFj_-VVoAA67Ho.jpg	data_image/hurricane_irma/7_9_2017/905625009430949888_0.jpg
905625016972300289	905625016972300289_0	informative	0.7105	not_informative	0.6726	other_relevant_information	0.7105	not_humanitarian	0.6726	nan	nan	RT @Reuters: Hurricane Irma threatens luxury Trump properties https://t.co/PadMreVxLu https://t.co/hxsycD0s2V	http://pbs.twimg.com/media/DJFsY1LVwAA7PZX.jpg	data_image/hurricane_irma/7_9_2017/905625016972300289_0.jpg
905625020239683584	905625020239683584_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	nan	nan	RT @TheAnonJournal: BREAKING NEWS: Hurricane Irma now big enough to cover the entire state of Florida. #Irma2017 https://t.co/w04JkaLg3C	http://pbs.twimg.com/media/DJAM9rUUQAAi3PJ.jpg	data_image/hurricane_irma/7_9_2017/905625020239683584_0.jpg
905625059326353409	905625059326353409_0	informative	0.6545	informative	1.0	other_relevant_information	0.6545	other_relevant_information	1.0	nan	nan	JUST IN: 11PM #Hurricane #Irma update. @ABC7News #weather https://t.co/MFlgIKNbYY	http://pbs.twimg.com/media/DJFtMLiXkAAIVbR.jpg	data_image/hurricane_irma/7_9_2017/905625059326353409_0.jpg
905625064451833856	905625064451833856_0	informative	0.6629	informative	0.6392	infrastructure_and_utility_damage	0.6629	other_relevant_information	0.6392	nan	nan	RT @cnnbrk: Hurricane Irma destroys "upwards of 90%" of Barbuda, official tells local media. https://t.co/XmwdBzxCVz https://t.co/2PJVuoE53X	http://pbs.twimg.com/media/DJE4_ehXoAElFGU.jpg	data_image/hurricane_irma/7_9_2017/905625064451833856_0.jpg
905625073628975106	905625073628975106_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	nan	nan	RT @NWSJacksonville: 5 PM track and update for Hurricane Irma. #flwx #gawx #jaxwx https://t.co/lV1CzTLvst	http://pbs.twimg.com/media/DJEif8WVYAEO__f.jpg	data_image/hurricane_irma/7_9_2017/905625073628975106_0.jpg
905625088300654592	905625088300654592_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	nan	nan	RT @wxgarrett: Here is the 11 pm advisory for Hurricane #Irma. #FirstAlertWX https://t.co/zIXRHp4qRd	http://pbs.twimg.com/media/DJFstbEVoAAOcZC.jpg	data_image/hurricane_irma/7_9_2017/905625088300654592_0.jpg
905625106583609344	905625106583609344_0	informative	1.0	informative	0.6452	other_relevant_information	1.0	other_relevant_information	0.6452	nan	nan	.@LDSchurch releases statement on Hurricane #Irma https://t.co/rpfq2VDUmO	http://pbs.twimg.com/media/DJFtMXWVoAAZgth.jpg	data_image/hurricane_irma/7_9_2017/905625106583609344_0.jpg
905625115941068800	905625115941068800_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	nan	nan	Hurricane Irma: storm batters Caribbean islands as Florida emergency declared - https://t.co/dOoFXmQc7s https://t.co/WLvOMk16Q1	http://pbs.twimg.com/media/DJFtPkwXoAAgtP1.jpg	data_image/hurricane_irma/7_9_2017/905625115941068800_0.jpg
905625128070991872	905625128070991872_0	informative	0.3557	not_informative	1.0	other_relevant_information	0.3557	not_humanitarian	1.0	nan	nan	RT @businessinsider: JetBlue is selling $99 tickets so that people can escape Hurricane Irma https://t.co/fv3BLkZIdj https://t.co/SjiRZMV07q	http://pbs.twimg.com/media/DJEFIxwWsAAwMnK.jpg	data_image/hurricane_irma/7_9_2017/905625128070991872_0.jpg
905625160904044549	905625160904044549_0	informative	0.6811	informative	1.0	other_relevant_information	0.6811	other_relevant_information	1.0	nan	nan	RT @RawStory: Here are 6 terrifying reasons to fear Miami ‘won’t survive’ #HurricaneIrma https://t.co/f88aWvM5Gi https://t.co/P5lK0fH4Dj	http://pbs.twimg.com/media/DJDkCYUXgAA1iAU.jpg	data_image/hurricane_irma/7_9_2017/905625160904044549_0.jpg
905625162015440896	905625162015440896_0	informative	1.0	not_informative	0.6757	other_relevant_information	1.0	not_humanitarian	0.6757	nan	nan	RT @katierisewick: Praying that Hurricane Irma just skips over the sweet village of La Cola ❤️ https://t.co/4a0r3bV7jk	http://pbs.twimg.com/media/DJC1F5MW4AU3Jvx.jpg	data_image/hurricane_irma/7_9_2017/905625162015440896_0.jpg
